# Chinese lookup aliases | English gloss
# The user-facing input scheme outputs Simplified Chinese only.
# Derived from CC-CEDICT, published by MDBG.
# License: CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/
# Source date: 2026-08-23T06:21:07Z
翦伯赞	Jian Bozan (1898-1968), Chinese Marxist historian and vice-pres…
翩	to fly fast
翩然而至	come trippingly
翩翩	elegant; graceful
翩翩起舞	(to start) dancing lightly and gracefully
翩跹	spry and lively (of dancing and movements)
翩躚	spry and lively (of dancing and movements)
翪	uneven flight of a bird
翫	Taiwan pr. [wan4]; variant of 玩[wan2]
翬	pheasant; golden pheasant
翮	quill
翯	glistening plumage of birds
翰	writing brush; writing
翰林	refers to academics employed as imperial secretaries from the T…
翰林学士	members of the Hanlin Imperial Academy 翰林院, employed as imperia…
翰林學士	members of the Hanlin Imperial Academy 翰林院, employed as imperia…
翰林院	Imperial Hanlin Academy, lasting from Tang dynasty until 1911
翱	see 翱翔[ao2 xiang2]; variant of 翱[ao2]
翱翔	to soar; to wheel about in the sky
翳	feather screen; to screen
翳眼	cataract
翹	outstanding; to raise
翹二郎腿	to stick one leg over the other (when sitting)
翹企	to look forward eagerly; to long for
翹嘴鷸	(bird species of China) Terek sandpiper (Xenus cinereus)
翹尾巴	to be cocky
翹居群首	head and shoulders above the crowd (idiom); preeminent
翹拇指	to give a thumbs-up
翹曲	to warp; to bend
翹望	to raise one's head and look into the distance
翹材	outstandingly talented person
翹板	a see-saw
翹楚	person of outstanding talent
翹班	to skip work; to sneak out of work early
翹盼	to long for; eager for
翹稜	to warp; to bend
翹翹板	see-saw; also written 蹺蹺板|跷跷板[qiao1 qiao1 ban3]
翹臀	(coll.) perky butt
翹舌音	retroflex sound (e.g. in Mandarin zh, ch, sh, r)
翹課	to skip school; to cut class
翹起	to stick up; to point sth up
翹足	lit. on tiptoes; to look forward eagerly
翹足引領	waiting on tiptoes and craning one's neck (idiom)
翹足而待	to expect in a short time (idiom)
翹辮子	(coll.) to die; to kick the bucket
翹首	to raise one's head and look
翹首以待	to hold one's breath (in anticipation) (idiom)
翹鼻麻鴨	(bird species of China) common shelduck (Tadorna tadorna)
翺	variant of 翱[ao2]
翻	to turn over; to flip over
翻一番	to increase by 100%; to double
翻云覆雨	to produce clouds with one turn of the hand and rain with anoth…
翻作	to compose; to write words to a tune
翻來覆去	to toss and turn (sleeplessly); again and again
翻供	to retract a confession or testimony
翻修	to rebuild (house or road); to overhaul
翻倍	to double
翻倒	to overturn; to overthrow
翻动	to flip over; to turn (a page)
翻動	to flip over; to turn (a page)
翻印	to reprint (generally without authorization)
翻卷	to spin; to whirl around
翻唱	to cover (a previously recorded song); cover version (of a song)
翻嘴	to withdraw a remark; to quarrel
翻墙	lit. to climb over the wall
翻天覆地	sky and the earth turning upside down (idiom); fig. complete co…
翻子拳	Fanziquan - "Overturning Fist" - Martial Art
翻山越岭	lit. to pass over mountain ridges (idiom)
翻山越嶺	lit. to pass over mountain ridges (idiom)
翻开	to open up
翻悔	to renege; to go back (on a deal)
翻手为云覆手变雨	lit. turning his hand palm up he gathers the clouds, turning hi…
翻手為雲覆手變雨	lit. turning his hand palm up he gathers the clouds, turning hi…
翻拍	to make a photographic reproduction of an image or document etc…
翻拣	to browse and select; to glance through and check
翻揀	to browse and select; to glance through and check
翻搅	to stir up; to turn over
翻摄	to create an image or video by copying an existing one (e.g. ta…
翻攝	to create an image or video by copying an existing one (e.g. ta…
翻攪	to stir up; to turn over
翻斗卡車	dump truck
翻斗卡车	dump truck
翻新	to revamp; a face-lift
翻旧账	to turn over old accounts; fig. to revive old quarrels
翻本	to win back one's money (gambling etc)
翻来覆去	to toss and turn (sleeplessly); again and again
翻案	to reverse a verdict
翻桌	to flip a table over (in a fit of anger)
翻桌率	table turnover rate (in a restaurant)
翻检	to rummage; to look through
翻檢	to rummage; to look through
翻江倒海	lit. overturning seas and rivers (idiom); fig. overwhelming
翻沉	to capsize and sink
翻涌	to roll over and over (of billows or clouds)
翻湧	to roll over and over (of billows or clouds)
翻滚	to roll; to boil
翻滾	to roll; to boil
翻炒	to stir-fry
翻然	variant of 幡然[fan1 ran2]
翻然悔悟	to see the error of one's ways
翻牆	lit. to climb over the wall
翻版	to reprint; reproduction
翻版碟	copy of DVD; pirate DVD
翻番	to double; to increase by a certain number of times
翻白眼	to roll one's eyes
翻盖	flip-top (mobile phone, handbag etc); to rebuild
翻盘	to make a comeback
翻盤	to make a comeback
翻看	to browse; to look over (books)
翻石鷸	(bird species of China) ruddy turnstone (Arenaria interpres)
翻石鹬	(bird species of China) ruddy turnstone (Arenaria interpres)
翻空出奇	to overturn empty convention, and display originality (idiom)…
翻筋斗	to tumble; to turn a somersault
翻箱倒柜	to overturn trunks and boxes; to make a thorough search (idiom)
翻箱倒櫃	to overturn trunks and boxes; to make a thorough search (idiom)
翻箱倒箧	to overturn trunks and boxes; to make a thorough search (idiom)
翻箱倒篋	to overturn trunks and boxes; to make a thorough search (idiom)
翻篇儿	to turn a page; (fig.) to turn over a new leaf
翻篇兒	to turn a page; (fig.) to turn over a new leaf
翻糖	(loanword) fondant
翻紅	(of a stock or index) to turn positive; to regain popularity
翻红	(of a stock or index) to turn positive; to regain popularity
翻老皇历	to look to the past for guidance (idiom)
翻老皇曆	to look to the past for guidance (idiom)
翻老賬	to turn over old accounts; fig. to revive old quarrels
翻老账	to turn over old accounts; fig. to revive old quarrels
翻耕	to plow; to turn the soil
翻脸	to fall out with sb; to become hostile
翻脸不认人	to fall out with sb and become hostile
翻腾	(of water, waves, emotions etc) to churn; to surge; to seethe
翻臉	to fall out with sb; to become hostile
翻臉不認人	to fall out with sb and become hostile
翻舊賬	to turn over old accounts; fig. to revive old quarrels
翻船	to capsize; (fig.) to suffer a setback or defeat
翻蓋	flip-top (mobile phone, handbag etc); to rebuild
翻覆	to overturn (a vehicle); to capsize; to turn upside down
翻譯	to translate; to interpret
翻譯家	translator (of writings)
翻譯者	translator; interpreter
翻译	to translate; to interpret
翻译家	translator (of writings)
翻译者	translator; interpreter
翻越	to cross; to surmount
翻跟头	to turn a somersault
翻跟斗	to turn a somersault
翻跟頭	to turn a somersault
翻身	to turn over (when lying); (fig.) to free oneself
翻車	(of a vehicle) to flip over; (fig.) to go wrong; to flop
翻車魚	ocean sunfish (Mola mola)
翻轉	to roll; to turn over
翻车	(of a vehicle) to flip over; (fig.) to go wrong; to flop
翻车鱼	ocean sunfish (Mola mola)
翻转	to roll; to turn over
翻过	to turn over; to transform
翻过来	to overturn; to turn upside down
翻造	to rebuild; to renovate
翻遍	to rummage through; to turn everything over
翻過	to turn over; to transform
翻過來	to overturn; to turn upside down
翻開	to open up
翻閱	to thumb through; to flip through (a book)
翻阅	to thumb through; to flip through (a book)
翻雲覆雨	to produce clouds with one turn of the hand and rain with anoth…
翻面	to flip sth over
翻領	turndown collar; lapel
翻领	turndown collar; lapel
翻騰	(of water, waves, emotions etc) to churn; to surge; to seethe
翼	alternative name for 絳|绛[Jiang4], the capital of the Jin State…
翼侧	flank (military)
翼側	flank (military)
翼城	see 翼城縣|翼城县[Yi4 cheng2 Xian4]
翼城县	Yicheng, a county in Linfen City 臨汾市|临汾市[Lin2 fen2 Shi4], Shanxi
翼城縣	Yicheng, a county in Linfen City 臨汾市|临汾市[Lin2 fen2 Shi4], Shanxi
翼子板	(PRC) fender (automotive)
翼展	wingspan
翼手龍	pterodactyl
翼手龙	pterodactyl
翼瓣	(botany) alae; wing petals (of a papilionaceous flower)
翼翼	(literary) cautious; careful
翼膜	patagium
翼装	wingsuit
翼裝	wingsuit
翼龍	Dodge Nitro (abbr. for 道奇翼龍|道奇翼龙); pterosaur
翼龙	Dodge Nitro (abbr. for 道奇翼龍|道奇翼龙); pterosaur
翽	noise of bird's wings
翾	flirtatious; short flight
翿	feather banner or fan
耀	brilliant; glorious
耀州	see 耀州區|耀州区[Yao4 zhou1 Qu1]
耀州区	Yaozhou, a district of Tongchuan City 銅川市|铜川市[Tong2 chuan1 Shi4…
耀州區	Yaozhou, a district of Tongchuan City 銅川市|铜川市[Tong2 chuan1 Shi4…
耀德	to hold up as a virtuous example
耀斑	solar flare
耀武扬威	to show off one's military strength (idiom); to strut around
耀武揚威	to show off one's military strength (idiom); to strut around
耀眼	to dazzle; dazzling
耀西	Yoshi (Nintendo video game character)
老	prefix used before the surname of a person or a numeral indicat…
老一套	the same old stuff
老一輩	older generation
老一辈	older generation
老丈	sir (respectful form of address for an old man)
老丈人	(coll.) father-in-law (wife's father)
老三篇	Lao San Pian, three short essays written by Mao Zedong before t…
老三色	the three plain colors used for clothing in the PRC in the 1960…
老不死	(derog.) old but still alive; old fart
老东西	(derog.) old fool; old bastard
老两口	old married couple
老两口儿	an old married couple
老中	(slang) Chinese people; we Chinese (often self-referential, iro…
老么	(coll.) youngest child
老乡	fellow townsman; fellow villager; sb from the same hometown
老二	second-eldest child in a family; (euphemism) penis
老于世故	experienced in the ways of the world (idiom); worldly-wise
老人	old man or woman; the elderly
老人家	polite term for old woman or man
老人院	nursing home; old people's home
老伯	uncle (polite form of address for older male)
老伯伯	grandpa (polite form of address for old man)
老伴	(of an elderly couple) husband or wife
老伴儿	erhua variant of 老伴[lao3 ban4]
老伴兒	erhua variant of 老伴[lao3 ban4]
老佛爷	title of respect for the queen mother or the emperor's father
老佛爺	title of respect for the queen mother or the emperor's father
老來俏	old person who dresses up as teenager; mutton dressed as lamb
老來少	old but young at heart
老來得子	to have a child late in life (esp. said of a father)
老例	custom; customary practice
老傢伙	variant of 老家伙[lao3 jia1 huo5]
老儿	father; husband
老兄	elder brother (often used self-referentially)
老兒	father; husband
老兩口	old married couple
老兩口兒	an old married couple
老公	(coll.) husband; (coll.) eunuch
老公公	old man; husband's father
老兵	old soldier; veteran
老几	where in the order of seniority among siblings?
老到	experienced and careful
老化	(of a person, population or material) to age
老千	swindler; cheat (in gambling)
老半天	(coll.) a long time
老去	to get old
老友	old friend
老叟	old man
老古板	overly conservative; old-fashioned
老古董	antique; old relic
老司机	(coll.) an old hand at sth
老司機	(coll.) an old hand at sth
老君	Laozi or Lao-tze (c. 500 BC), Chinese philosopher, founder of T…
老吾老，以及人之老	to honor old people as we do our own aged parents
老吾老，以及人之老，幼吾幼，以及人之幼	to honor old people as we do our own aged parents, and care for…
老哥	form of address for a (slightly) older man (esp. among males)
老土	old-fashioned; unstylish
老地方	same place as before; usual place
老城	old town; old district of a city
老城区	Laocheng, a district of Luoyang City 洛陽市|洛阳市[Luo4 yang2 Shi4]…
老城區	Laocheng, a district of Luoyang City 洛陽市|洛阳市[Luo4 yang2 Shi4]…
老境	advanced years; old age
老墨	(coll.) a Mexican
老处女	unmarried old woman; spinster
老外	(coll.) foreigner (esp. non Asian person); layman
老大	old age; very
老大不小	no longer a child (idiom)
老大哥	big brother
老大妈	"Madam" (affectionate term for an elderly woman)
老大娘	old lady; Madam (polite address)
老大媽	"Madam" (affectionate term for an elderly woman)
老大徒伤悲	vain regrets of old age (idiom)
老大徒傷悲	vain regrets of old age (idiom)
老大爷	uncle; grandpa
老大爺	uncle; grandpa
老天	God; Heavens
老天爷	God; Heavens
老天爷饿不死瞎家雀	lit. heaven won't let the sparrows go hungry (idiom)
老天爺	God; Heavens
老天爺餓不死瞎家雀	lit. heaven won't let the sparrows go hungry (idiom)
老太	old lady
老太公	aged gentleman (dialect, respectful term)
老太太	elderly lady (respectful); esteemed mother
老太婆	old woman (at times contemptuous)
老太爷	elderly gentleman (respectful); esteemed father
老太爺	elderly gentleman (respectful); esteemed father
老夫	I (spoken by an old man)
老夫少妻	older husband and much younger wife
老夫老妻	long-married couple
老头	old fellow; old man
老头乐	backscratcher (made from bamboo etc)
老头儿	see 老頭子|老头子[lao3 tou2 zi5]
老头子	(coll.) old man; (said of an aging husband) my old man
老套	hackneyed; well-worn (phrase etc)
老套子	old methods; old habits
老奶奶	(coll.) father's father's mother; paternal great-grandmother
老奸巨滑	variant of 老奸巨猾[lao3 jian1 ju4 hua2]
老奸巨猾	cunning; crafty
老好人	one who tries never to offend anybody
老妇人	old lady
老妈	mother; mom
老妈子	older female servant; amah
老妪	(literary) old woman
老妹	(dialect) younger sister; familiar form of address for a younge…
老姥	old lady; (old woman's self-reference) I, me
老娘	my old mother; I, this old woman
老婆	(coll.) wife
老婆孩子热炕头	wife, kids and a warm bed (idiom); the simple and good life
老婆孩子熱炕頭	wife, kids and a warm bed (idiom); the simple and good life
老婆本	savings a man puts aside for married life
老婆餅	"wife cake" – a thin, flaky Cantonese pastry filled with sweete…
老婆饼	"wife cake" – a thin, flaky Cantonese pastry filled with sweete…
老婦人	old lady
老媽	mother; mom
老媽子	older female servant; amah
老嫂子	(slang) effeminate man
老嫗	(literary) old woman
老子	Laozi or Lao-tze (c. 500 BC), Chinese philosopher, the founder…
老子英雄儿好汉，老子反动儿混蛋	If the father is a hero, the son is a real man. If the father i…
老子英雄兒好漢，老子反動兒混蛋	If the father is a hero, the son is a real man. If the father i…
老字号	shop, firm, or brand of merchandise with a long-established rep…
老字號	shop, firm, or brand of merchandise with a long-established rep…
老实	honest; sincere; well-behaved
老实巴交	(coll.) docile; well-behaved
老实说	honestly speaking; to be frank, ...
老客	peddler; old or regular customer
老客儿	erhua variant of 老客[lao3 ke4]
老客兒	erhua variant of 老客[lao3 ke4]
老家	native place; place of origin
老家伙	(coll.) old fellow; old codger
老家賊	(dialect) sparrow
老家贼	(dialect) sparrow
老寒腿	see 寒腿[han2 tui3]
老實	honest; sincere; well-behaved
老實巴交	(coll.) docile; well-behaved
老實說	honestly speaking; to be frank, ...
老将	lit. old general
老將	lit. old general
老小	the old and the young; the youngest member of the family
老小老小	(coll.) as one ages, one becomes more and more like a child
老少	the old and the young
老少咸宜	suitable for young and old
老少无欺	cheating neither old nor young
老少無欺	cheating neither old nor young
老少皆宜	suitable for both the young and the old
老少配	romantic relationship with a significant age gap
老山自行車館	Laoshan Velodrome, a Beijing 2008 Olympics venue
老山自行车馆	Laoshan Velodrome, a Beijing 2008 Olympics venue
老巢	(fig.) lair; den; stronghold (esp. of criminals or hostile forc…
老己	(neologism, attested by 2025) oneself, treated as an old friend
老师	teacher
老師	teacher
老帽儿	(dialect) country bumpkin; a hick
老帽兒	(dialect) country bumpkin; a hick
老年	elderly; old age
老年人	old people; the elderly
老年性痴呆症	senile dementia
老年性痴獃症	senile dementia
老年斑	liver spot; age spot
老年期	old age
老年痴呆	senile dementia; Alzheimer's disease
老年痴呆症	senile dementia; Alzheimer's disease
老年痴獃	senile dementia; Alzheimer's disease
老年痴獃症	senile dementia; Alzheimer's disease
老幺	(coll.) youngest child
老幾	where in the order of seniority among siblings?
老广	(coll.) person from Guangdong province (esp. Cantonese)
老庄	Laozi and Zhuangzi (or Lao-tze and Chuang-tze), the founders of…
老底	(coll.) one's past history (esp. embarrassing or private detail…
老廣	(coll.) person from Guangdong province (esp. Cantonese)
老式	old-fashioned; old type
老弟	(affectionate form of address for a male who is not very much y…
老当益壮	old but vigorous (idiom); hale and hearty despite the years
老态	old and frail; decrepit
老态龙钟	(idiom) doddering; senile
老总	boss; sir (person with a leading role in an organization)
老態	old and frail; decrepit
老態龍鍾	(idiom) doddering; senile
老戏骨	(dialect) veteran actor; old trouper
老成	mature; experienced
老成持重	old and wise; experienced and knowledgeable
老戲骨	(dialect) veteran actor; old trouper
老手	experienced person; an old hand at sth
老抠	penny-pincher; miser
老抽	dark soy sauce
老拙	old fart (usually in self-reference); geezer
老挝	Laos
老掉牙	very old; obsolete
老搭档	longtime partner; longstanding collaborator
老搭檔	longtime partner; longstanding collaborator
老摳	penny-pincher; miser
老撾	Laos
老於世故	experienced in the ways of the world (idiom); worldly-wise
老旦	old woman role in Chinese opera
老旧	outmoded; old-fashioned
老早	a long time ago
老是	always
老朋友	old friend; (slang) period
老本	capital; assets
老朽	decrepit and behind the times; old; useless
老来俏	old person who dresses up as teenager; mutton dressed as lamb
老来少	old but young at heart
老来得子	to have a child late in life (esp. said of a father)
老東西	(derog.) old fool; old bastard
老板	Robam (brand); boss; proprietor
老板娘	female proprietor; lady boss
老样子	old situation; things as they were
老框框	rigid conventions; reactionary framework
老梗	(Tw) unoriginal; hackneyed; (of a joke) old
老樣子	old situation; things as they were
老歌	oldie (song)
老死	to die of old age
老残游记	The Travels of Lao Tsan, novel by late Qing novelist Liu E 劉鶚|刘…
老殘遊記	The Travels of Lao Tsan, novel by late Qing novelist Liu E 劉鶚|刘…
老母	(coll.) mother; mom; (literary) elderly mother
老毛子	Westerner (esp. a Russian) (derog.)
老毛病	chronic illness; old weakness
老气横秋	old and decrepit; proud of one's age and experience (idiom)
老氣橫秋	old and decrepit; proud of one's age and experience (idiom)
老汉	old man; I (an old man referring to himself)
老江湖	a much-travelled person, well acquainted with the ways of the w…
老河口	see 老河口市[Lao3 he2 kou3 Shi4]
老河口市	Laohekou, a county-level city in Xiangyang City 襄陽市|襄阳市[Xiang1…
老油子	(coll.) wily old fox; crafty fellow
老油条	old fox; slick customer
老油條	old fox; slick customer
老派	old-fashioned; old-school
老漢	old man; I (an old man referring to himself)
老烟枪	heavy smoker; chain smoker
老烟鬼	heavy smoker; chain smoker
老煙槍	heavy smoker; chain smoker
老煙鬼	heavy smoker; chain smoker
老父	father; old man
老爷	(respectful) lord; master
老爷子	my (your etc) old father; polite appellation for an elderly male
老爷岭	Chinese name for Sichote-Alin mountain range in Russia's Primor…
老爷爷	(polite) elderly man
老爷车	classic car
老爸	father; dad
老爹	(dialect) father; old man
老爺	(respectful) lord; master
老爺子	my (your etc) old father; polite appellation for an elderly male
老爺嶺	Chinese name for Sichote-Alin mountain range in Russia's Primor…
老爺爺	(polite) elderly man
老爺車	classic car
老牌	old, well-known brand; old style; old school
老牛吃嫩草	lit. an old cow eats young grass (idiom)
老牛拉破車	see 老牛破車|老牛破车[lao3 niu2 po4 che1]
老牛拉破车	see 老牛破車|老牛破车[lao3 niu2 po4 che1]
老牛破車	lit. old ox pulling a shabby cart (idiom)
老牛破车	lit. old ox pulling a shabby cart (idiom)
老牛舐犊	lit. an old ox licking its calf (idiom)
老牛舐犢	lit. an old ox licking its calf (idiom)
老狐狸	(fig.) old fox; a wily, shrewd person
老玉米	(dialect) corn
老王卖瓜，自卖自夸	every potter praises his own pot (idiom)
老王賣瓜，自賣自誇	every potter praises his own pot (idiom)
老生	venerable middle-aged or elderly man, usually wearing an artifi…
老生常談	an old observation (idiom); a truism
老生常谈	an old observation (idiom); a truism
老當益壯	old but vigorous (idiom); hale and hearty despite the years
老登	(derog.) older man (esp. one seen as out of touch)
老百姓	ordinary people; the "person in the street"
老皇历	(lit.) past years' almanac
老皇曆	(lit.) past years' almanac
老眼昏花	blurred vision of an old person (idiom)
老着脸	shamelessly
老神在在	(Tw) calm; unperturbed (from Taiwanese, Tai-lo pr. [lāu-sîn-tsā…
老窝	nest; den (for animals); (fig.) lair; hideout (for criminals)
老窩	nest; den (for animals); (fig.) lair; hideout (for criminals)
老等	to wait patiently; heron
老粗	uneducated person; yokel
老糊塗	dotard
老糊涂	dotard
老練	seasoned; experienced
老總	boss; sir (person with a leading role in an organization)
老繭	callus (patch or hardened skin); corns (on feet)
老练	seasoned; experienced
老美	(coll.) an American; person from the United States
老羞成怒	see 惱羞成怒|恼羞成怒[nao3 xiu1 cheng2 nu4]
老翁	old man
老老	variant of 姥姥[lao3 lao5]
老耄	dim sight of the aged; doddering
老者	old man; elderly man
老聃	another name for Laozi 老子[Lao3 zi3]
老脸	self-respect of old person; face
老腊肉	(coll.) experienced and usually well-positioned middle-aged man
老臉	self-respect of old person; face
老臘肉	(coll.) experienced and usually well-positioned middle-aged man
老舊	outmoded; old-fashioned
老舍	Lao She (1899–1966), Chinese novelist and dramatist
老花	presbyopia
老花眼	presbyopia
老花鏡	presbyopic glasses
老花镜	presbyopic glasses
老茧	callus (patch or hardened skin); corns (on feet)
老莊	Laozi and Zhuangzi (or Lao-tze and Chuang-tze), the founders of…
老著臉	shamelessly
老虎	tiger
老虎伍兹	Eldrick "Tiger" Woods (1975-), American golfer
老虎伍茲	Eldrick "Tiger" Woods (1975-), American golfer
老虎凳	tiger bench (torture method in which the victim sits with legs…
老虎机	slot machine
老虎機	slot machine
老虎灶	old-style large kitchen stove
老虎菜	tiger salad, a northeast China dish usually consisting of hot p…
老虎鉗	vise; pincer pliers
老虎钳	vise; pincer pliers
老處女	unmarried old woman; spinster
老蚌生珠	lit. an old oyster producing a pearl (idiom)
老街	Lao Cai, Vietnam; Laokai or Laukkai, Burma (Myanmar)
老表	(coll.) male cousin through a female relative
老衲	(literary) elderly Buddhist monk
老視	presbyopia
老視眼	presbyopia
老视	presbyopia
老视眼	presbyopia
老話	an old saying
老調重彈	to play the same old tune (idiom); unoriginal
老謀深算	rigorous schemes and deep foresight (idiom); astute and circums…
老譜	old ways; old habit
老话	an old saying
老调重弹	to play the same old tune (idiom); unoriginal
老谋深算	rigorous schemes and deep foresight (idiom); astute and circums…
老谱	old ways; old habit
老資格	veteran
老賬	lit. old account; old debt
老賴	(coll.) debt dodger
老账	lit. old account; old debt
老资格	veteran
老赖	(coll.) debt dodger
老趼	callus; corns (on the feet)
老路	old road; familiar way
老輩	the older generation; ancestors
老辈	the older generation; ancestors
老辣	shrewd and ruthless; efficient and unscrupulous
老边	see 老邊區|老边区[Lao3 bian1 Qu1]
老边区	Laobian, a district of Yingkou City 營口市|营口市[Ying2 kou3 Shi4], L…
老迈	aged; senile
老远	very far away
老遠	very far away
老邁	aged; senile
老邊	see 老邊區|老边区[Lao3 bian1 Qu1]
老邊區	Laobian, a district of Yingkou City 營口市|营口市[Ying2 kou3 Shi4], L…
老鄉	fellow townsman; fellow villager; sb from the same hometown
老酒	wine, esp. Shaoxing wine
老錢	old money; (attributive) characterized by understated luxury an…
老鐵	(slang) very close friend; bro
老钱	old money; (attributive) characterized by understated luxury an…
老铁	(slang) very close friend; bro
老闆	Robam (brand); boss; proprietor
老闆娘	female proprietor; lady boss
老雕	vulture
老面	sourdough starter
老頑固	(derog.) old-fashioned and stubborn person; stick in the mud
老頭	old fellow; old man
老頭兒	see 老頭子|老头子[lao3 tou2 zi5]
老頭子	(coll.) old man; (said of an aging husband) my old man
老頭樂	backscratcher (made from bamboo etc)
老顽固	(derog.) old-fashioned and stubborn person; stick in the mud
老饕	glutton
老馬嘶風	old horse sniffs the wind (idiom); fig. aged person with great…
老馬戀棧	lit. the old horse loves his stable
老馬識途	an old horse knows the way (idiom); an experienced worker knows…
老驥	old thoroughbred; fig. aged person with great aspirations
老驥伏櫪	lit. an old steed in the stable still aspires to gallop 1000 mi…
老驥伏櫪，志在千里	lit. an old steed in the stable still aspires to gallop 1000 mi…
老驥嘶風	old steed sniffs the wind (idiom); fig. aged person with great…
老马嘶风	old horse sniffs the wind (idiom); fig. aged person with great…
老马恋栈	lit. the old horse loves his stable
老马识途	an old horse knows the way (idiom); an experienced worker knows…
老骥	old thoroughbred; fig. aged person with great aspirations
老骥伏枥	lit. an old steed in the stable still aspires to gallop 1000 mi…
老骥伏枥，志在千里	lit. an old steed in the stable still aspires to gallop 1000 mi…
老骥嘶风	old steed sniffs the wind (idiom); fig. aged person with great…
老骨头	weary old body (colloquial term, used jocularly or irreverently)
老骨頭	weary old body (colloquial term, used jocularly or irreverently)
老鳥	(coll.) old hand; veteran
老鴇	female brothel keeper
老鴰	(dialect) crow; raven
老鵰	vulture
老鷹	(coll.) eagle; hawk; any similar bird of prey
老鷹星雲	Eagle Nebula, aka Star Queen Nebula, M16
老鸟	(coll.) old hand; veteran
老鸨	female brothel keeper
老鸹	(dialect) crow; raven
老鹰	(coll.) eagle; hawk; any similar bird of prey
老鹰星云	Eagle Nebula, aka Star Queen Nebula, M16
老麵	sourdough starter
老黑	(coll.) black person
老鼠	rat; mouse (CL:隻|只[zhi1])
老鼠仓	(finance) "rat trading", a form of front-running in which a fun…
老鼠倉	(finance) "rat trading", a form of front-running in which a fun…
老鼠拉龜，無從下手	like mice trying to pull a turtle, nowhere to get a hand grip (…
老鼠拉龟，无从下手	like mice trying to pull a turtle, nowhere to get a hand grip (…
老鼠拖木鍁，大頭在後頭	when the mice drag a shovel, the biggest thing comes second
老鼠拖木锨，大头在后头	when the mice drag a shovel, the biggest thing comes second
老鼠洞	mouse hole
老鼠过街，人人喊打	lit. when a rat crosses the street, people chase it down (idiom)
老鼠過街，人人喊打	lit. when a rat crosses the street, people chase it down (idiom)
老鼻子	many
老齡	old age; aging
老齡化	aging (population)
老龄	old age; aging
老龄化	aging (population)
考	to beat; to hit
考上	to gain admission or secure a position by passing an exam
考中	to pass an exam
考克斯	(surname) Cox
考克斯報告	Cox Report
考克斯报告	Cox Report
考入	to pass entrance exam; to enter college after a competitive exam
考公	to sit for a civil service exam
考分	grade; exam mark
考勤	to check attendance (at school or workplace)
考勤簿	attendance record book
考勤表	attendance sheet
考区	the exam area; the district where an exam takes place
考區	the exam area; the district where an exam takes place
考卷	exam paper
考取	to pass an entrance exam; to be admitted to
考古	archaeology; to engage in archaeological studies
考古学	archaeology
考古学家	archaeologist
考古學	archaeology
考古學家	archaeologist
考古家	archaeologist
考古題	questions from previous years' exams (Tw)
考古题	questions from previous years' exams (Tw)
考场	exam room
考場	exam room
考完	to finish an exam
考官	an examiner (for tests, interviews etc)
考察	to inspect; to observe and study
考察团	inspection team
考察團	inspection team
考察船	survey ship
考察队	investigation team; scientific expedition
考察隊	investigation team; scientific expedition
考工記	The Artificer's Record, a technology treaty compiled towards th…
考工记	The Artificer's Record, a technology treaty compiled towards th…
考慮	to think over; to consider
考拉	(loanword) koala
考据	textual criticism
考據	textual criticism
考文垂	Coventry, city in the West Midlands, England
考期	the exam period; the exam date
考本	to take a relevant exam for a certificate (e.g. driving test, l…
考查	to investigate; to study
考核	to examine; to check up on
考波什堡	Kaposvár in southwest Hungary, capital of Somogy County 紹莫吉州|绍莫…
考点	exam site; test center; key topic (to be tested in an exam)
考生	exam candidate
考研	to sit an entrance exam for a graduate program
考砸	to flunk; to fail a test
考究	to investigate; to check and research
考紀	examination discipline
考級	to take a test to establish one's level of proficiency
考綱	exam outline (outline of the content of an exam, published prio…
考編	(coll.) to sit civil service or public institution recruitment…
考績	to check up on sb's achievements
考级	to take a test to establish one's level of proficiency
考纪	examination discipline
考纲	exam outline (outline of the content of an exam, published prio…
考绩	to check up on sb's achievements
考编	(coll.) to sit civil service or public institution recruitment…
考虑	to think over; to consider
考訂	to check and correct
考評	evaluation; to investigate and evaluate
考試	to take an exam; exam
考試卷	exam paper; test paper (CL:張|张[zhang1])
考試卷子	see 考試卷|考试卷[kao3 shi4 juan4]
考試院	Examination Yuan, the qualification and appointment board under…
考證	to do textual research; to make textual criticism
考订	to check and correct
考证	to do textual research; to make textual criticism
考评	evaluation; to investigate and evaluate
考试	to take an exam; exam
考试卷	exam paper; test paper (CL:張|张[zhang1])
考试卷子	see 考試卷|考试卷[kao3 shi4 juan4]
考试院	Examination Yuan, the qualification and appointment board under…
考过	to pass (an exam)
考进	to gain entry by passing an exam; to be admitted to (a college…
考选部	Ministry of Examination, Taiwan
考進	to gain entry by passing an exam; to be admitted to (a college…
考過	to pass (an exam)
考選部	Ministry of Examination, Taiwan
考量	to consider; to give serious consideration to sth
考霸	"exam master", sb who takes many exams and aces all of them
考題	exam question
考题	exam question
考驗	to test; to put to the test
考验	to test; to put to the test
考點	exam site; test center; key topic (to be tested in an exam)
耄	extremely aged (in one's 80s or 90s); octogenarian
耄倪	old and young
耄思	to be upset or disturbed
耄期	(literary) one's 80s or 90s
耄耋	extremely aged; gray and venerable
耄耋之年	old age (in one's 80s, 90s, or more)
耄齡	old age; eighties, nineties, or greater (of age)
耄龄	old age; eighties, nineties, or greater (of age)
